Actor_label,Country_label,Kpi_label_corporate,Fact_date,Kpi_value,,,
Retrocrush,USA,SVOD subscribers,2021-09-30,28305,,,
Retrocrush,USA,SVOD subscribers,2021-12-31,30600,,,
Retrocrush,USA,SVOD subscribers,2022-03-31,32436,,,
Retrocrush,USA,SVOD subscribers,2022-06-30,34382,,,
Retrocrush,USA,SVOD subscribers,2022-09-30,36445,,,
Retrocrush,USA,SVOD subscribers,2022-12-31,38632,,,
The Film Detective,USA,SVOD subscribers,2021-03-31,4249,,,
The Film Detective,USA,SVOD subscribers,2021-06-30,4568,,,
The Film Detective,USA,SVOD subscribers,2021-09-30,4911,,,
The Film Detective,USA,SVOD subscribers,2021-12-31,5279,,,
The Film Detective,USA,SVOD subscribers,2022-03-31,5675,,,
The Film Detective,USA,SVOD subscribers,2022-06-30,6101,,,
The Film Detective,USA,SVOD subscribers,2022-09-30,6558,,,
The Film Detective,USA,SVOD subscribers,2022-12-31,7050,,,
Topic,USA,SVOD subscribers,2021-03-31,5843,,,
Topic,USA,SVOD subscribers,2021-06-30,6281,,,
Topic,USA,SVOD subscribers,2021-09-30,6752,,,
Topic,USA,SVOD subscribers,2021-12-31,7258,,,
Topic,USA,SVOD subscribers,2022-03-31,7803,,,
Topic,USA,SVOD subscribers,2022-06-30,8388,,,
Topic,USA,SVOD subscribers,2022-09-30,9017,,,
Topic,USA,SVOD subscribers,2022-12-31,9693,,,
True Story,USA,SVOD subscribers,2021-03-31,1500,,,
True Story,USA,SVOD subscribers,2021-06-30,1800,,,
True Story,USA,SVOD subscribers,2021-09-30,2160,,,
True Story,USA,SVOD subscribers,2021-12-31,2592,,,
True Story,USA,SVOD subscribers,2022-03-31,3110,,,
True Story,USA,SVOD subscribers,2022-06-30,3732,,,
True Story,USA,SVOD subscribers,2022-09-30,4479,,,
True Story,USA,SVOD subscribers,2022-12-31,5375,,,
Chaiflicks,USA,SVOD subscribers,2021-03-31,11470,,,
Chaiflicks,USA,SVOD subscribers,2021-06-30,12610,,,
Chaiflicks,USA,SVOD subscribers,2021-09-30,13870,,,
Chaiflicks,USA,SVOD subscribers,2021-12-31,15260,,,
Chaiflicks,USA,SVOD subscribers,2022-03-31,16790,,,
Chaiflicks,USA,SVOD subscribers,2022-06-30,18470,,,
Chaiflicks,USA,SVOD subscribers,2022-09-30,20310,,,
Chaiflicks,USA,SVOD subscribers,2022-12-31,22340,,,
DirecTV Stream,USA,SVOD subscribers,2021-09-30,1625181,,,
DirecTV Stream,USA,SVOD subscribers,2021-12-31,1722692,,,
DirecTV Stream,USA,SVOD subscribers,2022-03-31,1860507,,,
DirecTV Stream,USA,SVOD subscribers,2022-06-30,2009348,,,
DirecTV Stream,USA,SVOD subscribers,2022-09-30,2170096,,,
DirecTV Stream,USA,SVOD subscribers,2022-12-31,2343703,,,
Cultpix,USA,SVOD subscribers,2021-06-30,21927,,,
Cultpix,USA,SVOD subscribers,2021-09-30,23571,,,
Cultpix,USA,SVOD subscribers,2021-12-31,25339,,,
Cultpix,USA,SVOD subscribers,2022-03-31,27240,,,
Cultpix,USA,SVOD subscribers,2022-06-30,29283,,,
Cultpix,USA,SVOD subscribers,2022-09-30,31479,,,
Cultpix,USA,SVOD subscribers,2022-12-31,33840,,,
Vix Premium,USA,SVOD subscribers,2022-09-30,19010,,,
Vix Premium,USA,SVOD subscribers,2022-12-31,636400,,,
Bally Sports+,USA,SVOD subscribers,2022-09-30,55000,,,
Bally Sports+,USA,SVOD subscribers,2022-12-31,82500,,,
NFL+,USA,SVOD subscribers,2022-09-30,203313,,,
NFL+,USA,SVOD subscribers,2022-12-31,233810,,,
Fuse+,USA,SVOD subscribers,2022-09-30,83669,,,
Fuse+,USA,SVOD subscribers,2022-12-31,96171,,,
Fuse+,USA,SVOD subscribers,2021-09-30,41834,,,
Fuse+,USA,SVOD subscribers,2021-12-31,48086,,,
Fuse+,USA,SVOD subscribers,2022-03-31,63329,,,
Fuse+,USA,SVOD subscribers,2022-06-30,72792,,,
Arrow Player,USA,SVOD subscribers,2021-03-31,20226,,,
Arrow Player,USA,SVOD subscribers,2021-06-30,21744,,,
Arrow Player,USA,SVOD subscribers,2021-09-30,23376,,,
Arrow Player,USA,SVOD subscribers,2021-12-31,25136,,,
Arrow Player,USA,SVOD subscribers,2022-03-31,27024,,,
Arrow Player,USA,SVOD subscribers,2022-06-30,29056,,,
Arrow Player,USA,SVOD subscribers,2022-09-30,31232,,,
Arrow Player,USA,SVOD subscribers,2022-12-31,33568,,,
Dropout,USA,SVOD subscribers,2021-03-31,128680,,,
Dropout,USA,SVOD subscribers,2021-06-30,146696,,,
Dropout,USA,SVOD subscribers,2021-09-30,167233,,,
Dropout,USA,SVOD subscribers,2021-12-31,190645,,,
Dropout,USA,SVOD subscribers,2022-03-31,217336,,,
Dropout,USA,SVOD subscribers,2022-06-30,247763,,,
Dropout,USA,SVOD subscribers,2022-09-30,282450,,,
Dropout,USA,SVOD subscribers,2022-12-31,335000,,,
Nebula.tv,USA,SVOD subscribers,2021-03-31,177744,,,
Nebula.tv,USA,SVOD subscribers,2021-06-30,193200,,,
Nebula.tv,USA,SVOD subscribers,2021-09-30,210000,,,
Nebula.tv,USA,SVOD subscribers,2021-12-31,237300,,,
Nebula.tv,USA,SVOD subscribers,2022-03-31,272895,,,
Nebula.tv,USA,SVOD subscribers,2022-06-30,313829,,,
Nebula.tv,USA,SVOD subscribers,2022-09-30,360904,,,
Nebula.tv,USA,SVOD subscribers,2022-12-31,390000,,,
Tastemade+,USA,SVOD subscribers,2021-03-31,143379,,,
Tastemade+,USA,SVOD subscribers,2021-06-30,154132,,,
Tastemade+,USA,SVOD subscribers,2021-09-30,165692,,,
Tastemade+,USA,SVOD subscribers,2021-12-31,178119,,,
Tastemade+,USA,SVOD subscribers,2022-03-31,191478,,,
Tastemade+,USA,SVOD subscribers,2022-06-30,205839,,,
Tastemade+,USA,SVOD subscribers,2022-09-30,221277,,,
Tastemade+,USA,SVOD subscribers,2022-12-31,237873,,,
